essay_id,essay_text,sentence_tokens,word_tokens,avg_sentence_length,avg_word_length,lexical_richness,grammar_score,coherence_score,content_relevance_score,final_score
161,"Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",8.666666666666666,7.204545454545454,0.5576923076923077,5.16,9.37,9.64,7.77
162,Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities.,"['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.']",9.0,6.659574468085107,0.7962962962962963,6.23,6.7,8.0,6.9
163,Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities.,"['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.']",9.333333333333334,6.145833333333333,0.5357142857142857,5.22,5.68,7.94,6.17
164,"Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.666666666666666,6.22,0.5172413793103449,6.54,9.9,6.99,7.68
165,Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities.,"['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.']",8.75,6.733333333333333,0.7714285714285715,6.1,8.79,7.49,7.32
166,Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources.,"['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.']",9.0,6.78125,0.8888888888888888,6.36,8.0,9.76,7.87
167,"Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.5,6.5,0.39473684210526316,9.88,8.31,7.18,8.6
168,"Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities.","['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.']",9.0,6.75,0.46296296296296297,6.95,7.2,9.32,7.74
169,"Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities.","['Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.']","['Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.']",9.375,6.484375,0.7333333333333333,7.11,8.23,9.32,8.11
170,"Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.0,6.931034482758621,0.6944444444444444,7.13,9.09,7.94,7.96
171,"Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.166666666666666,7.133333333333334,0.5272727272727272,6.51,7.81,5.57,6.62
172,"Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.333333333333334,6.8125,0.5178571428571429,5.81,6.71,8.06,6.75
173,Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities.,"['Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.']","['Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.']",9.333333333333334,6.145833333333333,0.5357142857142857,6.9,8.74,8.8,8.02
174,"Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.5,6.5,0.7894736842105263,9.35,9.73,8.3,9.15
175,Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities.,"['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.']",8.75,6.733333333333333,0.7714285714285715,6.19,8.92,9.91,8.12
176,Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities.,"['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.']",9.0,6.4,0.25925925925925924,8.85,9.22,9.7,9.22
177,Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.,"['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",9.0,6.659574468085107,0.7962962962962963,5.42,9.94,7.29,7.34
178,Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required.,"['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.']",9.25,6.333333333333333,0.8378378378378378,9.43,8.98,5.81,8.21
179,Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.,"['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",9.0,6.596774193548387,0.5972222222222222,7.87,9.93,7.51,8.38
180,"Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.","['Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",9.125,6.612903225806452,0.726027397260274,9.38,6.32,9.02,8.35
181,"Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources.","['Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.']","['Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.']",9.5,6.515151515151516,0.5789473684210527,5.5,8.27,6.79,6.72
182,Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.,"['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",8.5,7.066666666666666,0.4411764705882353,8.63,7.27,6.76,7.66
183,"Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required. Education equips students with knowledge and critical thinking skills. It also fosters creativity and problem-solving abilities. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.', 'Education equips students with knowledge and critical thinking skills.', 'It also fosters creativity and problem-solving abilities.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.', 'Education', 'equips', 'students', 'with', 'knowledge', 'and', 'critical', 'thinking', 'skills', '.', 'It', 'also', 'fosters', 'creativity', 'and', 'problem-solving', 'abilities', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",9.25,6.451612903225806,0.5540540540540541,7.47,5.0,5.04,6.0
184,"Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace.","['Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.']","['Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.']",8.75,7.275862068965517,0.8285714285714286,5.3,6.74,7.14,6.28
185,"Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance. Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Climate change is one of the most urgent global challenges. Immediate action from governments and communities is required.","['Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.', 'Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Climate change is one of the most urgent global challenges.', 'Immediate action from governments and communities is required.']","['Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.', 'Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Climate', 'change', 'is', 'one', 'of', 'the', 'most', 'urgent', 'global', 'challenges', '.', 'Immediate', 'action', 'from', 'governments', 'and', 'communities', 'is', 'required', '.']",9.166666666666666,6.680851063829787,0.8,8.84,5.11,6.04,6.88
186,"Artificial intelligence is transforming education. Personalized learning systems help students progress at their own pace. Reading daily improves vocabulary, comprehension, and analytical thinking. It contributes to overall academic performance.","['Artificial intelligence is transforming education.', 'Personalized learning systems help students progress at their own pace.', 'Reading daily improves vocabulary, comprehension, and analytical thinking.', 'It contributes to overall academic performance.']","['Artificial', 'intelligence', 'is', 'transforming', 'education', '.', 'Personalized', 'learning', 'systems', 'help', 'students', 'progress', 'at', 'their', 'own', 'pace', '.', 'Reading', 'daily', 'improves', 'vocabulary', ',', 'comprehension', ',', 'and', 'analytical', 'thinking', '.', 'It', 'contributes', 'to', 'overall', 'academic', 'performance', '.']",8.75,7.275862068965517,0.8285714285714286,5.61,9.83,8.86,7.85
187,Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources. Water pollution affects both human health and the environment. Sustainable practices are essential to preserve natural resources.,"['Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.', 'Water pollution affects both human health and the environment.', 'Sustainable practices are essential to preserve natural resources.']","['Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.', 'Water', 'pollution', 'affects', 'both', 'human', 'health', 'and', 'the', 'environment', '.', 'Sustainable', 'practices', 'are', 'essential', 'to', 'preserve', 'natural', 'resources', '.']",9.5,6.529411764705882,0.4473684210526316,7.83,5.57,7.85,7.16
